Purchased Date,School Year Purchased,Agency Name,LEAID,Technology,Purchase Description,Total Cost,Notes,Comment
10/22/18,2018-2019,Vidor Independent School District,4844160,Social Sentinel,Social Sentinel Consortium Region 5 Agreement for 2018-2019,"$8,417.50 ",,
9/29/20,2020-2021,Vidor Independent School District,4844160,Social Sentinel,9/1/20-8/31/2021 Social Sentinel District for Vidor ISD,"$8,417.50 ",,
9/8/15,2015-2016,Wall Independent School District,4844410,Gaggle,Gaggle Safety Management Gaggle Safety Managment Office 365 Email,"$2,600 ",,"Why did the District purchase this technology? It was another layer of protection for our students. I am alerted of any inappropriate behavior which then is addressed by the principals, and also alerts us on any self-harm which is dealt with immediately. Who recommended it to you? I learned about it at a technology leaders’ conference. What, if any, instigating incident was there that made you purchase this technology? There wasn’t a specific incident, but we wanted to give parents the assurance  that students are being protected to the best of our ability.
What exactly does/did this technology do for the District? (Ie. social media monitoring, email monitoring, web filter, Chromebook management, web history tracking, location tracking etc. Please include all functionality your district has access to with these technologies.) We do not monitor social media, as our district does not allow the use of social media on campus. We use Gaggle to monitor email, Google Drive, and Microsoft One Drive.
Do you still use this technology? Yes, definitely. If not, why did you stop? If so, why is it still worth it? If we can help even one student who is threatening self-harm or harm to others, or to guide a student to go down “the right path,” it is well worth the cost. I can say, the price is very reasonable.
Is this technology used on all students in the District or just a certain subset? We only use Gaggle to monitor files and email for 6th-12th grades. I also have a content filter and keylogger that monitors for inappropriate material for all students and staff. Is it used on any employees or community members? Not Gaggle; it is only for students grades 6 – 12.
Did/does/will the District use any other technology tool (ie. Social Sentinel, Gaggle, Securly, Go Guardian, Geofeedia, Media Sonar, LightSpeed Relay etc.) for the purpose of monitoring students' social media or email? We use Lightspeed Relay as our content filter for all web traffic. I use Aristotle K12 to monitor all keystrokes; it reports on any inappropriate words in files, emails, and files. These two resources are used for all students and staff.
Were students or their parents ever notified or informed in any way about the use of this technology? Yes. If so, how? It is part of our Acceptable Use Policy. If students and parents do not agree to the AUP, the student cannot use any school-owned technology. Could students or parents ""opt-out""? Not really; if they do, their child cannot use any school technology.
What policies did/do you have in place specifically governing the use of this technology by District officials? They don’t use school technology other than an email account. They are bound by the same rules in our AUP.
Who all has/had access to reports/alerts generated by this technology? Gaggle reports are only sent to me (director of technology) and the corresponding principal and counselor. The keylogger and Lightspeed Relay reports are only accessible by the technology department staff.
Can you name a specific instance where this technology helped prevent an instance of imminent violence or self-harm? We have been alerted to a couple of possible self-harm issues. The counselor and principal reached out to the students and parents. They were able to get the students the mental-health assistance needed.
Have you ever used this technology for purposes other than the prevention of self-harm or violence? Yes  If so, how? We have used it to discuss inappropriate behavior (i.e. accessing inappropriate material off campus using a school email account.)
Has the use of this technology ever led to a student being disciplined in any way (including but not limited to being arrested, expelled, suspended or put in detention)? Yes  If so, please describe these specific instances. We have had a couple of students try to access inappropriate material using a school-issued email account. This is directly against our Acceptable Use Policy, so the students were given on-campus detention based on our discipline guidelines."" -Suzette McIntyre, Director of Technology"
9/14/16,2016-2017,Wall Independent School District,4844410,Gaggle,PO Created by Req: 005913,"$2,600 ",,
10/27/17,2017-2018,Wall Independent School District,4844410,Gaggle,PO Created by Req: 006608,"$3,900 ",,
9/19/18,2018-2019,Wall Independent School District,4844410,Gaggle,PO Created by Req: 007370,"$3,900 ",,
11/11/19,2019-2020,Wall Independent School District,4844410,Gaggle,PO Created by Req: 008101,"$4,590 ",,
9/8/20,2020-2021,Wall Independent School District,4844410,Gaggle,Gaggle Google Drive Students Gaggle Google Drive Students,"$1,290 ",,
9/8/20,2020-2021,Wall Independent School District,4844410,Gaggle,Gaggle 365 Email-Students Gaggle 365 Email - Students,"$2,580 ",,
9/12/18,2018-2019,Weatherford Independent School District,4844800,Securly,FIRST OF 3 ANNUAL PAYMENTS; SECURLY FILTERING,"$23,466.67 ",,
9/12/19,2019-2020,Weatherford Independent School District,4844800,Securly,SECOND OF 3 ANNUAL PAYMENTS; SECURLY FILTERING NCPA 01-79 exp: 4/30/21 (23),"$23,466.67 ",,
9/10/20,2020-2021,Weatherford Independent School District,4844800,Social Sentinel,Social Sentinel Social Media Scanning - Base One Year Service Contract,"$8,081 ",,
9/15/20,2020-2021,Weatherford Independent School District,4844800,Securly,THIRD OF 3 ANNUAL PAYMENTS; SECURLY FILTERING,"$23,466.67 ",,
11/14/18,2018-2019,West Independent School District,4845040,Gaggle,Gaggle Safety Mgmt,"$1,750 ",,
9/5/19,2019-2020,West Independent School District,4845040,Gaggle,Gaggle Safety Management for Google - Student,"$4,500 ",,
9/5/19,2019-2020,West Independent School District,4845040,Gaggle,One Time Setup Fee,$750 ,,
9/1/20,2020-2021,West Independent School District,4845040,Gaggle,gaggle safety management for google - Student drive + email,"$4,500 ",,
9/25/17,2017-2018,Wharton ISD,4845380,Gaggle,Gaggle-Student Filter,"$4,400 ",,
10/15/18,2018-2019,Wharton ISD,4845380,Gaggle,Contracted Services - Tech,"$4,400 ",,
9/24/20,2020-2021,Wharton ISD,4845380,Gaggle,Student Email/Docs Filter,"$7,500 ",,
7/7/15,2015-2016,White Oak Independent School District,4845480,Gaggle,"GOOGLE FILTERING COMMITMENT DISCOUNT. ONCE FUNDING APPROVAL IS RECEIVED, FAX PO 309 665 0171 AS PER MICHAEL GRAS","$3,240 ",,"Why did the District purchase this technology? Who recommended it to you? What, if any, instigating incident was there that made you purchase this technology? We purchased it for the safety of our students. I do not recall who recommended it to us since it has been in place for over 15 years. No issue occurred. We were being proactive.
What exactly does/did this technology do for the District? (Ie. social media monitoring, email monitoring, web filter, Chromebook management, web history tracking, location tracking etc. Please include all functionality your district has access to with these technologies.) Email monitoring, web filter, social media monitoring for self harm only and then only if it is posted from a school owned device, chromebook management, web history tracking, device location tracking of the device for theft
Do you still use this technology? If not, why did you stop? If so, why is it still worth it?
Yes; It is worth it because it has detected students reaching out for help in a number of areas. If it saves one student's life, it is worth every penny. 
Is this technology used on all students in the District or just a certain subset? Is it used on any employees or community members?
It is not ""used on students."" It is used on school owned student devices and accounts. If they have a school provided email account or use a school owned device, those protections are in place. 
Did/does/will the District use any other technology tool (ie. Social Sentinel, Gaggle, Securly, Go Guardian, Geofeedia, Media Sonar, LightSpeed Relay etc.) for the purpose of monitoring students' social media or email?
No 
Were students or their parents ever notified or informed in any way about the use of this technology? If so, how? Could students or parents ""opt-out""?  Yes, all stakeholders were informed; parent meetings are held; students are introduced or reminded at the beginning of each school year when the acceptable use is reviewed; there is no opt-out option for school owned accounts or device filtering and monitoring since some of those items are required under federal law for eRate funding.
What policies did/do you have in place specifically governing the use of this technology by District officials?
I am not sure what this question is asking. 
Who all has/had access to reports/alerts generated by this technology? The CTO only. Then, if it violates the acceptable use policy or is harmful to a student, the proper campus and district authorities are made aware.
Can you name a specific instance where this technology helped prevent an instance of imminent violence or self-harm? Not with specifics due to privacy laws, but several students over the years have been able to receive the help they need because of these tools in place.
Have you ever used this technology for purposes other than the prevention of self-harm or violence? If so, how? I wouldn't know what else to use them for. That is their intended purpose. The only thing you left out is theft of the device, and yes we have had to use the tracking to recover a couple of devices over the years. We provide the location to the police department for handling. 
Has the use of this technology ever led to a student being disciplined in any way (including but not limited to being arrested, expelled, suspended or put in detention)? If so, please describe these specific instances. In general terms, yes. Students have been disciplined. Due to student privacy laws, I will not discuss specifics."" - Scott S. Floyd, Chief Technology Officer"
9/1/15,2015-2016,White Oak Independent School District,4845480,Gaggle,GAGGLE LEARNING MANAGEMENT SYSTEM QUOTE 611862 INVOICE DOC NUMBER 37946 DATE,"$2,250 ",,
11/20/15,2015-2016,White Oak Independent School District,4845480,Go Guardian,GO GUARDIAN COVERAGE PART# GOGUARDIAN ANNUAL FAX TO 888 507 1659 AS PER MICHAEL GRAS,"$2,275 ",,
6/14/16,2015-2016,White Oak Independent School District,4845480,Gaggle,Gaggle Safety Mgmt for Student Google Email Part# gaggle,"$4,200 ",,
9/2/16,2016-2017,White Oak Independent School District,4845480,Gaggle,GAGGLE LEARNING MANAGEMENT SYSTEM,"$1,565 ",,
3/28/17,2016-2017,White Oak Independent School District,4845480,Gaggle,Gaggle Safety Mgmt for Student Google Email Part# email/drive,"$6,683 ",,
5/26/17,2016-2017,White Oak Independent School District,4845480,Securly,Securly Anywhere Filtering Part# securly Fax PO to Vendor 855-727-5939,"$5,000 ",,
